round,loss
1,0.9181000000000001
2,0.9547000000000001
3,0.9658
4,0.9721
5,0.9766999999999999
6,0.9789999999999999
7,0.9816999999999998
8,0.9831
9,0.984
10,0.9847999999999999
11,0.9852999999999998
12,0.9860000000000001
13,0.9861000000000001
14,0.9866999999999999
15,0.9868
16,0.9878
17,0.9879000000000001
18,0.9882
19,0.9883999999999998
20,0.9888999999999999
21,0.9888999999999999
22,0.9889999999999999
23,0.9893000000000001
24,0.9899000000000001
25,0.99
26,0.9904
27,0.9904
28,0.9907
29,0.9905999999999999
30,0.9908999999999999
31,0.9911
32,0.9909000000000001
33,0.9909000000000001
34,0.9912000000000001
35,0.9911000000000001
36,0.9912000000000001
37,0.9908000000000001
38,0.9911
39,0.9913000000000001
40,0.9915
41,0.9916
42,0.9916
43,0.9917999999999999
44,0.9918000000000001
45,0.9917999999999999
46,0.9917000000000004
47,0.9917999999999999
48,0.9917999999999999
49,0.9921
50,0.9918999999999999
