round,loss
1,0.916
2,0.9555
3,0.9658
4,0.9725
5,0.977
6,0.9797
7,0.9816
8,0.9829
9,0.9842
10,0.9853
11,0.9858
12,0.9866
13,0.9862
14,0.9868
15,0.9866
16,0.9868
17,0.9873
18,0.987
19,0.9858
20,0.9842
21,0.9838
22,0.983
23,0.9822
24,0.9821
25,0.9804
26,0.9798
27,0.9791
28,0.9789
29,0.9762
30,0.9778
31,0.9757
32,0.9747
33,0.9737
34,0.9717
35,0.9727
36,0.9715
37,0.9711
38,0.97
39,0.9697
40,0.969
41,0.9603
42,0.9638
43,0.9641
44,0.9612
45,0.9617
46,0.9634
47,0.9596
48,0.9626
49,0.9587
50,0.9635
