round,loss
1,0.302
2,0.3777
3,0.4271
4,0.4736
5,0.5002
6,0.5243
7,0.5441
8,0.5616
9,0.5782
10,0.5961
11,0.6061
12,0.6201
13,0.6294
14,0.6398
15,0.6473
16,0.6552
17,0.6571
18,0.6609
19,0.667
20,0.664
21,0.6686
22,0.6656
23,0.6611
24,0.6543
25,0.6498
26,0.6477
27,0.6434
28,0.6466
29,0.6362
30,0.6306
31,0.6259
32,0.6302
33,0.617
34,0.6097
35,0.6005
36,0.5993
37,0.5959
38,0.592
39,0.5909
40,0.5763
41,0.574
42,0.5758
43,0.5709
44,0.57
45,0.5594
46,0.5488
47,0.5266
48,0.546
49,0.54
50,0.5327
