round,loss
1,0.3037
2,0.3782
3,0.4268
4,0.4746
5,0.5
6,0.5249
7,0.5449
8,0.5637
9,0.5785
10,0.5953
11,0.6083
12,0.6272
13,0.638
14,0.6506
15,0.6596
16,0.6701
17,0.6783
18,0.6856
19,0.6936
20,0.701
21,0.7077
22,0.7131
23,0.7171
24,0.7214
25,0.7261
26,0.728
27,0.7329
28,0.7341
29,0.7365
30,0.738
31,0.7411
32,0.7431
33,0.7438
34,0.7455
35,0.7462
36,0.7491
37,0.751
38,0.7519
39,0.7514
40,0.751
41,0.7492
42,0.7512
43,0.751
44,0.7535
45,0.7521
46,0.7514
47,0.7506
48,0.7499
49,0.7483
50,0.7487
