round,clean_accuracy,clean_loss,malicious_accuracy,malicious_loss,accuracy,loss,client_accuracies,client_update_norms,keep_rate
1,0.9159999999999998,0.30637360793771223,0.0,0.0,0.9159999999999998,0.30637360793771223,"[0.92, 0.89, 0.912, 0.882, 0.984, 0.908, 0.898, 0.878, 0.916, 0.958, 0.902, 0.866, 0.89, 0.952, 0.964, 0.946, 0.888, 0.954, 0.95, 0.862]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
2,0.9555,0.1442268560982484,0.0,0.0,0.9555,0.1442268560982484,"[0.916, 0.952, 0.938, 0.932, 0.964, 0.94, 0.982, 0.978, 0.984, 0.986, 0.926, 0.936, 0.954, 0.982, 0.998, 0.958, 0.976, 0.954, 0.932, 0.922]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
3,0.9656999999999998,0.10413947865345108,0.0,0.0,0.9656999999999998,0.10413947865345108,"[0.954, 0.97, 0.944, 0.95, 0.978, 0.99, 0.936, 0.944, 0.96, 0.986, 0.964, 0.97, 0.944, 0.996, 0.986, 0.938, 0.97, 0.99, 0.99, 0.954]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
4,0.9728,0.08332086468180933,0.0,0.0,0.9728,0.08332086468180933,"[0.974, 0.978, 0.978, 0.958, 0.976, 0.95, 0.962, 0.988, 0.962, 0.99, 0.994, 0.948, 0.986, 0.984, 0.942, 0.978, 0.962, 0.956, 0.994, 0.996]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
5,0.9773999999999999,0.07064049461096147,0.0,0.0,0.9773999999999999,0.07064049461096147,"[0.982, 0.982, 0.984, 0.968, 0.996, 0.982, 0.984, 0.986, 0.956, 0.994, 0.97, 0.96, 0.99, 0.98, 0.972, 0.964, 0.992, 0.998, 0.958, 0.95]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
6,0.9800999999999999,0.06204647244194348,0.0,0.0,0.9800999999999999,0.06204647244194348,"[0.986, 0.97, 0.952, 0.998, 0.986, 0.986, 0.996, 0.978, 0.982, 0.99, 0.968, 0.994, 0.964, 0.972, 0.96, 0.992, 0.992, 0.982, 0.984, 0.97]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
7,0.9815999999999999,0.055750044010164854,0.0,0.0,0.9815999999999999,0.055750044010164854,"[0.982, 0.97, 0.99, 0.968, 0.996, 0.992, 0.97, 0.964, 0.986, 0.982, 0.98, 0.974, 0.988, 0.984, 0.958, 0.992, 0.994, 0.976, 0.988, 0.998]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
8,0.9830999999999998,0.05088552813672322,0.0,0.0,0.9830999999999998,0.05088552813672322,"[0.974, 0.982, 0.998, 0.958, 0.994, 0.99, 0.982, 0.994, 0.99, 0.976, 0.982, 0.994, 0.972, 0.99, 0.972, 0.992, 0.996, 0.98, 0.964, 0.982]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
9,0.9848999999999999,0.04698235363107415,0.0,0.0,0.9848999999999999,0.04698235363107415,"[0.964, 0.982, 0.998, 0.964, 0.972, 0.994, 0.996, 0.992, 0.978, 0.984, 0.996, 0.98, 0.982, 0.992, 0.994, 0.992, 1.0, 0.98, 0.982, 0.976]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
10,0.9853,0.04388317363118403,0.0,0.0,0.9853,0.04388317363118403,"[0.98, 0.982, 1.0, 0.994, 0.976, 0.984, 0.984, 0.978, 0.972, 0.966, 0.998, 0.998, 0.966, 0.982, 0.988, 0.996, 0.994, 0.994, 0.982, 0.992]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
11,0.9855,0.04146076797485421,0.0,0.0,0.9855,0.04146076797485421,"[0.984, 0.992, 0.994, 0.994, 0.978, 0.968, 0.988, 0.996, 0.98, 0.998, 0.982, 0.966, 1.0, 0.984, 0.974, 0.994, 0.98, 0.978, 0.982, 0.998]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
12,0.9861999999999999,0.039443311195668684,0.0,0.0,0.9861999999999999,0.039443311195668684,"[0.982, 0.982, 0.986, 0.978, 0.974, 0.992, 0.982, 0.98, 0.994, 0.994, 0.994, 0.998, 0.998, 0.968, 0.98, 0.972, 1.0, 0.998, 0.984, 0.988]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
13,0.9868,0.03773955041217505,0.0,0.0,0.9868,0.03773955041217505,"[0.988, 0.982, 0.998, 0.974, 0.984, 0.968, 0.996, 0.984, 0.982, 0.972, 0.982, 0.992, 0.998, 1.0, 0.996, 0.982, 0.98, 0.998, 0.986, 0.994]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
14,0.9869000000000001,0.035984775863016696,0.0,0.0,0.9869000000000001,0.035984775863016696,"[1.0, 0.994, 0.996, 0.982, 0.974, 0.982, 0.998, 0.992, 0.986, 0.998, 0.998, 0.98, 0.984, 0.984, 0.968, 0.998, 0.982, 0.972, 0.984, 0.986]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
15,0.9874,0.03465455802967199,0.0,0.0,0.9874,0.03465455802967199,"[0.984, 0.984, 0.972, 0.986, 0.984, 0.974, 0.986, 0.982, 0.984, 0.998, 0.996, 0.97, 0.996, 1.0, 0.998, 0.998, 0.998, 0.984, 0.982, 0.992]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
16,0.9877999999999998,0.03340299124158719,0.0,0.0,0.9877999999999998,0.03340299124158719,"[0.998, 1.0, 0.974, 0.996, 0.982, 0.998, 0.982, 0.992, 0.986, 0.97, 0.986, 0.998, 0.984, 0.998, 0.996, 0.984, 0.982, 0.974, 0.988, 0.988]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
17,0.9883000000000001,0.032291377462240686,0.0,0.0,0.9883000000000001,0.032291377462240686,"[0.986, 0.97, 0.996, 0.998, 0.984, 0.998, 0.988, 0.986, 0.976, 0.996, 0.984, 0.984, 0.988, 0.992, 0.988, 0.998, 0.982, 1.0, 1.0, 0.972]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
18,0.9885999999999999,0.031310864906913594,0.0,0.0,0.9885999999999999,0.031310864906913594,"[0.996, 0.998, 0.998, 0.99, 0.984, 0.998, 0.976, 0.992, 1.0, 0.988, 1.0, 0.97, 0.996, 0.984, 0.982, 0.972, 0.986, 0.99, 0.988, 0.984]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
19,0.9894999999999999,0.030491368123887242,0.0,0.0,0.9894999999999999,0.030491368123887242,"[0.988, 1.0, 0.99, 0.984, 0.99, 0.972, 0.992, 0.99, 0.984, 0.996, 0.998, 0.98, 0.974, 0.986, 0.998, 0.996, 1.0, 0.988, 0.984, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
20,0.9898999999999999,0.029716506673406685,0.0,0.0,0.9898999999999999,0.029716506673406685,"[0.996, 1.0, 0.992, 1.0, 0.986, 0.99, 0.984, 0.996, 1.0, 0.986, 0.992, 0.974, 0.982, 0.988, 0.998, 0.998, 0.984, 0.988, 0.974, 0.99]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
