round,loss
1,0.9159999999999998
2,0.9555
3,0.9656999999999998
4,0.9728
5,0.9773999999999999
6,0.9800999999999999
7,0.9815999999999999
8,0.9830999999999998
9,0.9848999999999999
10,0.9853
11,0.9855
12,0.9861999999999999
13,0.9868
14,0.9869000000000001
15,0.9874
16,0.9877999999999998
17,0.9883000000000001
18,0.9885999999999999
19,0.9894999999999999
20,0.9898999999999999
21,0.9902999999999998
22,0.9904999999999999
23,0.9902999999999998
24,0.9904
25,0.9908000000000001
26,0.9908999999999999
27,0.9908999999999999
28,0.9913000000000001
29,0.9913000000000001
30,0.9914999999999999
31,0.9917
32,0.9916999999999998
33,0.9919
34,0.9919
35,0.9919
36,0.9924999999999999
37,0.9925
38,0.9921999999999999
39,0.9924999999999999
40,0.9928000000000001
41,0.9926999999999999
42,0.9926
43,0.9927999999999999
44,0.9927999999999999
45,0.9926999999999998
46,0.9927999999999999
47,0.9930999999999999
48,0.9928999999999999
49,0.9926999999999999
50,0.9928000000000001
