round,accuracy,loss,clean_accuracy,clean_loss,malicious_accuracy,malicious_loss,update_norm,client_accuracies,keep_rate
1,0.08575,4.05045109462738,0.087890625,4.049922434687614,0.0771875,4.0525657343864445,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.07, 0.0, 0.0, 0.0, 0.0775, 0.23625, 0.0, 0.0, 0.38875, 0.0225, 0.0, 0.0725, 0.39375, 0.13875, 0.20125, 0.09125, 0.0225, 0.0, 0.0]",1.0
2,0.120125,3.812373830318451,0.1240625,3.7971120923757553,0.104375,3.8734207820892332,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2925, 0.0, 0.105, 0.0, 0.3225, 0.0, 0.3775, 0.01875, 0.0, 0.0, 0.5625, 0.0, 0.0, 0.12, 0.0, 0.18625, 0.0, 0.4175, 0.0, 0.0]",1.0
3,0.136,3.416998951435089,0.135390625,3.476035160422325,0.1384375,3.180854115486145,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.52, 0.0, 0.0, 0.3275, 0.425, 0.0, 0.0, 0.0, 0.0, 0.16125, 0.40125, 0.005, 0.0, 0.0025, 0.02875, 0.17, 0.0075, 0.52625, 0.145]",1.0
4,0.3770625,3.132827657699585,0.355234375,3.255947882533073,0.464375,2.6403467583656313,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.23875, 0.5875, 0.35125, 0.35375, 0.53375, 0.0, 0.55125, 0.0, 0.68125, 0.43625, 0.6125, 0.34, 0.59375, 0.0, 0.73125, 0.2075, 0.0, 0.59, 0.10375, 0.62875]",1.0
5,0.411,2.9422579550743104,0.406328125,3.0872840136289597,0.4296875,2.362153720855713,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.63875, 0.0, 0.37625, 0.6275, 0.40625, 0.4575, 0.0, 0.4925, 0.4075, 0.68625, 0.60625, 0.77375, 0.25875, 0.0, 0.67625, 0.37375, 0.0, 0.48, 0.27125, 0.6875]",1.0
6,0.4563125,2.8122010748386383,0.43328125,2.996050234436989,0.5484375,2.076804436445236,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8, 0.42375, 0.77125, 0.7125, 0.42875, 0.62375, 0.60375, 0.615, 0.49125, 0.0, 0.34375, 0.36875, 0.48, 0.0, 0.0, 0.67, 0.73, 0.6375, 0.0, 0.42625]",1.0
7,0.468,2.703500521659851,0.455,2.874454639852047,0.52,2.0196840488910675,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.65375, 0.0, 0.0, 0.5375, 0.7475, 0.74375, 0.0, 0.365, 0.51, 0.39375, 0.50375, 0.70625, 0.61, 0.67625, 0.5675, 0.48375, 0.4, 0.79375, 0.6675, 0.0]",1.0
8,0.4911875,2.6155539751052856,0.466953125,2.8344697099924088,0.588125,1.7398910355567931,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.48875, 0.0, 0.5275, 0.75, 0.7675, 0.71625, 0.51375, 0.44875, 0.0, 0.62625, 0.6025, 0.82375, 0.7825, 0.48625, 0.38125, 0.77875, 0.0, 0.505, 0.625]",1.0
9,0.502125,2.543066566467285,0.48359375,2.767902656495571,0.57625,1.6437222063541412,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.83625, 0.63375, 0.0, 0.4775, 0.6175, 0.68125, 0.0, 0.64125, 0.0, 0.68625, 0.76375, 0.76625, 0.69125, 0.62875, 0.0, 0.5275, 0.77375, 0.42, 0.36125, 0.53625]",1.0
10,0.5121875,2.497675610661507,0.485078125,2.7484644539654255,0.620625,1.4945202374458313,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7975, 0.62375, 0.64, 0.65625, 0.0, 0.77625, 0.0, 0.60875, 0.0, 0.51375, 0.435, 0.4275, 0.76125, 0.535, 0.80875, 0.50625, 0.83375, 0.52125, 0.79875, 0.0]",1.0
11,0.5136875,2.45317517054081,0.506640625,2.6752592276036737,0.541875,1.5648389422893525,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.795, 0.0, 0.67875, 0.0, 0.7, 0.73125, 0.80375, 0.0, 0.54625, 0.62625, 0.0, 0.5525, 0.72, 0.505, 0.48125, 0.27375, 0.63375, 0.78125, 0.58875, 0.85625]",1.0
12,0.5266875,2.4291167950630186,0.50671875,2.6832491374015808,0.6065625,1.4125874257087707,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8575, 0.35625, 0.84625, 0.49125, 0.0, 0.0, 0.57, 0.68125, 0.0, 0.8, 0.645, 0.54375, 0.56, 0.7875, 0.80125, 0.61625, 0.0, 0.66375, 0.52375, 0.79]",1.0
13,0.5315,2.4089924960136413,0.520625,2.6598997800052167,0.575,1.4053633600473403,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.625, 0.54125, 0.0, 0.8, 0.66125, 0.7625, 0.73625, 0.29, 0.66375, 0.84, 0.81375, 0.54125, 0.86625, 0.72125, 0.70375, 0.62625, 0.0, 0.0, 0.0, 0.4375]",1.0
14,0.5375,2.4060346990823747,0.5209375,2.678089735955,0.60375,1.317814551591873,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.56375, 0.86875, 0.5375, 0.6675, 0.62375, 0.0, 0.77, 0.34125, 0.0, 0.71, 0.6675, 0.0, 0.57875, 0.8075, 0.63625, 0.87, 0.0, 0.485, 0.81125, 0.81125]",1.0
15,0.5436875,2.385184639930725,0.53109375,2.6553090362250806,0.5940625,1.3046870547533036,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8025, 0.6575, 0.735, 0.46375, 0.8275, 0.6725, 0.7975, 0.31125, 0.8725, 0.0, 0.705, 0.7525, 0.6425, 0.565, 0.66125, 0.86125, 0.0, 0.54625, 0.0, 0.0]",1.0
16,0.5465625,2.3803712104558943,0.529375,2.663775819391012,0.6153125,1.2467527747154237,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8225, 0.0, 0.56875, 0.56875, 0.0, 0.51625, 0.0, 0.5825, 0.655, 0.875, 0.0, 0.805, 0.875, 0.76625, 0.735, 0.3475, 0.6925, 0.61125, 0.825, 0.685]",1.0
17,0.5505,2.3722412264347077,0.53625,2.6563239896297457,0.6075,1.2359101736545564,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.4825, 0.64625, 0.82875, 0.0, 0.8175, 0.695, 0.76, 0.55375, 0.6675, 0.875, 0.81125, 0.555, 0.75375, 0.0, 0.71125, 0.31375, 0.66, 0.87875]",1.0
18,0.5541875,2.3803196220993996,0.537890625,2.67827413149178,0.619375,1.1885015845298768,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.56625, 0.81125, 0.68, 0.58875, 0.545, 0.88125, 0.83, 0.0, 0.88, 0.82375, 0.6425, 0.3325, 0.0, 0.6925, 0.7475, 0.5875, 0.0, 0.7725, 0.0, 0.7025]",1.0
19,0.558,2.3905478617548943,0.543046875,2.69623768620193,0.6178125,1.1677885639667511,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.67, 0.31, 0.88125, 0.68625, 0.0, 0.82375, 0.5575, 0.77625, 0.47875, 0.0, 0.77625, 0.0, 0.0, 0.885, 0.6975, 0.55625, 0.6875, 0.7175, 0.82, 0.83625]",1.0
20,0.5608125,2.412548090934753,0.543046875,2.7355001550912856,0.631875,1.1207398343086243,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.6625, 0.89125, 0.84, 0.3225, 0.59, 0.0, 0.78375, 0.7225, 0.555, 0.56875, 0.885, 0.60125, 0.0, 0.0, 0.805, 0.69875, 0.82625, 0.7625, 0.70125]",1.0
21,0.565125,2.426744939684868,0.548359375,2.7557604935765267,0.6321875,1.1106827241182327,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.315, 0.0, 0.5675, 0.89375, 0.0, 0.7125, 0.78625, 0.7125, 0.83, 0.49875, 0.7125, 0.88, 0.785, 0.715, 0.6625, 0.825, 0.84125, 0.565, 0.0, 0.0]",1.0
