round,accuracy,loss,clean_accuracy,clean_loss,malicious_accuracy,malicious_loss,client_accuracies,keep_rate
1,0.0096,4.605558867752552,0.012,4.606748873367906,0.0,4.600798845291138,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.124, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.018, 0.0]",1.0
2,0.0117,4.607038271427155,0.014625,4.608394972980022,0.0,4.601611465215683,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.034, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
3,0.0191,4.58386799544096,0.018625,4.58883411064744,0.021,4.56400353461504,"[0.0, 0.0, 0.0, 0.12, 0.0, 0.166, 0.084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.002, 0.0, 0.0]",1.0
4,0.0329,4.53710141479969,0.034375,4.54239697009325,0.027,4.51591919362545,"[0.006, 0.014, 0.12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.028, 0.0, 0.128, 0.176, 0.044, 0.108, 0.0, 0.0, 0.0, 0.0, 0.034, 0.0]",1.0
5,0.0371,4.481264095008373,0.042375,4.486448373645544,0.016,4.46052698045969,"[0.0, 0.162, 0.0, 0.0, 0.008, 0.0, 0.0, 0.0, 0.048, 0.0, 0.0, 0.088, 0.0, 0.176, 0.088, 0.066, 0.02, 0.01, 0.056, 0.02]",1.0
6,0.0427,4.433537343144417,0.0475,4.440584998577833,0.0235,4.405346721410751,"[0.008, 0.0, 0.0, 0.028, 0.072, 0.032, 0.02, 0.014, 0.162, 0.176, 0.1, 0.012, 0.0, 0.002, 0.0, 0.0, 0.01, 0.102, 0.106, 0.01]",1.0
7,0.0557,4.389906871318817,0.0585,4.39841984398663,0.0445,4.355854980647564,"[0.0, 0.042, 0.014, 0.148, 0.004, 0.022, 0.13, 0.012, 0.144, 0.05, 0.012, 0.012, 0.002, 0.108, 0.172, 0.016, 0.006, 0.096, 0.088, 0.036]",1.0
8,0.0615,4.344392013549805,0.061625,4.355270493775606,0.061,4.300878092646599,"[0.078, 0.04, 0.026, 0.014, 0.086, 0.018, 0.172, 0.018, 0.036, 0.006, 0.0, 0.002, 0.118, 0.034, 0.1, 0.174, 0.184, 0.034, 0.02, 0.07]",1.0
9,0.0676,4.297642366588116,0.0665,4.309152275323868,0.072,4.251602731645107,"[0.036, 0.004, 0.014, 0.19, 0.11, 0.026, 0.084, 0.048, 0.042, 0.002, 0.1, 0.02, 0.028, 0.016, 0.21, 0.054, 0.076, 0.178, 0.044, 0.07]",1.0
10,0.0754,4.254274342954159,0.0735,4.2661079009994864,0.083,4.206940110772848,"[0.01, 0.112, 0.184, 0.21, 0.05, 0.042, 0.076, 0.028, 0.052, 0.202, 0.062, 0.092, 0.04, 0.046, 0.016, 0.068, 0.066, 0.042, 0.102, 0.008]",1.0
11,0.0657,4.2603478759527205,0.069375,4.261231513693929,0.051,4.256813324987888,"[0.06, 0.02, 0.048, 0.05, 0.028, 0.052, 0.144, 0.054, 0.18, 0.088, 0.142, 0.054, 0.01, 0.034, 0.022, 0.144, 0.044, 0.038, 0.018, 0.084]",1.0
12,0.0502,4.30554526001215,0.05275,4.29319417104125,0.04,4.354949615895748,"[0.03, 0.004, 0.186, 0.032, 0.04, 0.026, 0.106, 0.034, 0.012, 0.012, 0.038, 0.05, 0.102, 0.0, 0.048, 0.036, 0.146, 0.028, 0.002, 0.072]",1.0
13,0.0384,4.4027488231658936,0.03925,4.367911588400602,0.035,4.542097762227058,"[0.012, 0.01, 0.01, 0.022, 0.114, 0.024, 0.002, 0.086, 0.086, 0.014, 0.06, 0.02, 0.016, 0.0, 0.056, 0.022, 0.072, 0.064, 0.046, 0.032]",1.0
14,0.0292,4.568058576434851,0.02975,4.527247176505625,0.027,4.7313041761517525,"[0.026, 0.02, 0.026, 0.026, 0.038, 0.006, 0.04, 0.018, 0.04, 0.008, 0.032, 0.004, 0.034, 0.004, 0.026, 0.024, 0.096, 0.056, 0.026, 0.034]",1.0
15,0.0264,4.762267848849296,0.028125,4.713356256484985,0.0195,4.957914218306541,"[0.03, 0.022, 0.014, 0.014, 0.032, 0.01, 0.028, 0.014, 0.064, 0.01, 0.02, 0.072, 0.022, 0.058, 0.044, 0.012, 0.016, 0.022, 0.016, 0.008]",1.0
16,0.0241,4.865066350996495,0.02375,4.854177156463265,0.0255,4.90862312912941,"[0.024, 0.048, 0.008, 0.034, 0.02, 0.014, 0.038, 0.046, 0.008, 0.038, 0.026, 0.014, 0.06, 0.006, 0.01, 0.01, 0.012, 0.024, 0.03, 0.012]",1.0
17,0.0165,4.926104585826397,0.016,4.920643784105778,0.0185,4.947947792708874,"[0.01, 0.006, 0.0, 0.006, 0.012, 0.024, 0.018, 0.044, 0.022, 0.032, 0.01, 0.016, 0.016, 0.004, 0.028, 0.018, 0.03, 0.006, 0.016, 0.012]",1.0
18,0.0115,4.931616126000881,0.01125,4.950097482651472,0.0125,4.857690699398518,"[0.008, 0.004, 0.0, 0.016, 0.0, 0.006, 0.022, 0.014, 0.0, 0.006, 0.018, 0.016, 0.0, 0.068, 0.004, 0.004, 0.032, 0.002, 0.008, 0.002]",1.0
19,0.0095,4.752862183749675,0.007,4.76053680665791,0.0195,4.722163692116737,"[0.004, 0.016, 0.004, 0.016, 0.006, 0.0, 0.0, 0.0, 0.014, 0.018, 0.002, 0.002, 0.002, 0.012, 0.012, 0.002, 0.028, 0.004, 0.016, 0.032]",1.0
20,0.0111,4.725431822240353,0.012625,4.711642427369952,0.005,4.780589401721954,"[0.004, 0.012, 0.002, 0.002, 0.004, 0.0, 0.004, 0.01, 0.004, 0.004, 0.006, 0.014, 0.0, 0.0, 0.0, 0.016, 0.1, 0.028, 0.002, 0.01]",1.0
21,0.0109,4.699473360180855,0.012125,4.715563744306564,0.006,4.635111823678017,"[0.006, 0.0, 0.0, 0.0, 0.004, 0.006, 0.0, 0.02, 0.0, 0.01, 0.006, 0.004, 0.002, 0.002, 0.0, 0.036, 0.062, 0.0, 0.06, 0.0]",1.0
22,0.0119,4.699628791213035,0.014625,4.673824287950993,0.001,4.802846804261208,"[0.0, 0.002, 0.0, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014, 0.0, 0.0, 0.126, 0.0, 0.01, 0.0, 0.0, 0.0, 0.022, 0.062]",1.0
23,0.0104,4.7831950843334194,0.01275,4.80147222802043,0.001,4.7100865095853806,"[0.0, 0.002, 0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.002, 0.192, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.002, 0.0, 0.004, 0.0]",1.0
24,0.01,,0.0125,,0.0,,"[0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
25,0.01,,0.0125,,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
26,0.01,,0.0125,,0.0,,"[0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
27,0.01,,0.0125,,0.0,,"[0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
28,0.01,,0.0125,,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
29,0.01,,0.0125,,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
30,0.01,,0.0125,,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
31,0.01,,0.0125,,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
32,0.01,,0.0125,,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
33,0.01,,0.0125,,0.0,,"[0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
34,0.01,,0.0125,,0.0,,"[0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
35,0.01,,0.0125,,0.0,,"[0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
36,0.01,,0.0125,,0.0,,"[0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
37,0.01,,0.0125,,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0]",1.0
38,0.01,,0.0125,,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
39,0.01,,0.0125,,0.0,,"[0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
