round,loss
1,0.0096
2,0.0117
3,0.0193
4,0.0334
5,0.0373
6,0.0432
7,0.0561
8,0.061
9,0.0673
10,0.0756
11,0.0853
12,0.0934
13,0.1038
14,0.1086
15,0.1162
16,0.1242
17,0.13
18,0.1357
19,0.1432
20,0.1477
21,0.1526
22,0.158
23,0.1638
24,0.1687
25,0.1736
26,0.1785
27,0.1826
28,0.1877
29,0.1922
30,0.1949
31,0.1994
32,0.2033
33,0.2068
34,0.2103
35,0.2134
36,0.2159
37,0.2201
38,0.2244
39,0.2276
40,0.2309
41,0.2319
42,0.2353
43,0.2376
44,0.2412
45,0.2429
46,0.246
47,0.2465
48,0.2503
49,0.2536
50,0.2548
