round,accuracy,loss,clean_accuracy,clean_loss,malicious_accuracy,malicious_loss,update_norm,client_accuracies,keep_rate
1,0.3029,1.9738288391381502,0.304125,1.9707491155713797,0.298,1.9861477334052324,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.318, 0.262, 0.326, 0.302, 0.268, 0.32, 0.296, 0.312, 0.262, 0.324, 0.322, 0.322, 0.282, 0.336, 0.272, 0.31, 0.322, 0.32, 0.314, 0.268]",1.0
2,0.3788,1.7326708618551492,0.38175,1.7276789755560458,0.367,1.7526384070515633,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.406, 0.384, 0.368, 0.38, 0.388, 0.36, 0.4, 0.348, 0.38, 0.382, 0.332, 0.38, 0.374, 0.384, 0.392, 0.406, 0.4, 0.398, 0.336, 0.378]",1.0
3,0.428,1.5703938987106085,0.432125,1.5641350862570107,0.4115,1.5954291485249996,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.428, 0.42, 0.45, 0.392, 0.462, 0.414, 0.464, 0.414, 0.408, 0.418, 0.418, 0.424, 0.454, 0.436, 0.43, 0.448, 0.428, 0.396, 0.434, 0.422]",1.0
4,0.4734,1.4688003893941641,0.47825,1.4627570579759777,0.454,1.4929737150669098,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.48, 0.49, 0.474, 0.44, 0.48, 0.45, 0.498, 0.48, 0.512, 0.524, 0.476, 0.496, 0.47, 0.468, 0.448, 0.446, 0.488, 0.45, 0.468, 0.43]",1.0
5,0.5007,1.3862839996814729,0.5055,1.380474095698446,0.4815,1.4095236156135798,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.47, 0.486, 0.512, 0.462, 0.522, 0.506, 0.508, 0.478, 0.53, 0.516, 0.512, 0.514, 0.522, 0.51, 0.468, 0.45, 0.488, 0.514, 0.492, 0.554]",1.0
6,0.5255,1.3301499903202056,0.527875,1.3250810340978205,0.516,1.3504258152097464,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.504, 0.542, 0.528, 0.544, 0.534, 0.536, 0.524, 0.53, 0.534, 0.462, 0.51, 0.542, 0.532, 0.528, 0.504, 0.542, 0.568, 0.518, 0.532, 0.496]",1.0
7,0.5414,1.2806590307503938,0.54325,1.2756896470673382,0.534,1.3005365654826164,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.556, 0.536, 0.552, 0.51, 0.544, 0.56, 0.55, 0.548, 0.6, 0.52, 0.532, 0.516, 0.554, 0.546, 0.538, 0.514, 0.562, 0.558, 0.49, 0.542]",1.0
8,0.558,1.235122854821384,0.561125,1.231134758098051,0.5455,1.251075241714716,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.578, 0.564, 0.532, 0.556, 0.542, 0.526, 0.564, 0.56, 0.49, 0.576, 0.612, 0.556, 0.562, 0.538, 0.568, 0.578, 0.564, 0.586, 0.568, 0.54]",1.0
9,0.5774,1.1922134825959803,0.57875,1.188647204078734,0.572,1.2064785966649652,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.588, 0.552, 0.624, 0.54, 0.61, 0.572, 0.592, 0.572, 0.564, 0.594, 0.52, 0.56, 0.566, 0.59, 0.578, 0.59, 0.588, 0.58, 0.586, 0.582]",1.0
10,0.5945,1.1506494121626019,0.596875,1.1475642286241055,0.585,1.162990146316588,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.608, 0.644, 0.592, 0.604, 0.598, 0.6, 0.604, 0.594, 0.578, 0.594, 0.636, 0.602, 0.582, 0.562, 0.572, 0.592, 0.582, 0.598, 0.546, 0.602]",1.0
11,0.6072,1.1135629871860147,0.609,1.11051390087232,0.6,1.1257593324407935,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.576, 0.59, 0.602, 0.602, 0.642, 0.618, 0.558, 0.58, 0.652, 0.612, 0.598, 0.626, 0.604, 0.604, 0.608, 0.614, 0.626, 0.618, 0.6, 0.614]",1.0
12,0.6228,1.077203463576734,0.62425,1.0741559104062617,0.617,1.0893936762586236,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.66, 0.62, 0.592, 0.616, 0.632, 0.638, 0.58, 0.604, 0.626, 0.598, 0.628, 0.608, 0.618, 0.614, 0.636, 0.67, 0.63, 0.63, 0.632, 0.624]",1.0
13,0.6362,1.0460485534742474,0.637625,1.0429815240204334,0.6305,1.0583166712895036,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.594, 0.602, 0.626, 0.642, 0.67, 0.616, 0.642, 0.638, 0.64, 0.65, 0.646, 0.684, 0.636, 0.654, 0.648, 0.614, 0.61, 0.638, 0.64, 0.634]",1.0
