round,accuracy,loss,clean_accuracy,clean_loss,malicious_accuracy,malicious_loss,update_norm,client_accuracies,keep_rate
1,0.3029,1.9738288391381502,0.304125,1.9707491155713797,0.298,1.9861477334052324,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.314, 0.322, 0.262, 0.324, 0.322, 0.268, 0.312, 0.296, 0.32, 0.336, 0.302, 0.262, 0.32, 0.272, 0.282, 0.322, 0.268, 0.326, 0.318, 0.31]",1.0
2,0.3788,1.7326708618551492,0.38175,1.7276789755560458,0.367,1.7526384070515633,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.332, 0.374, 0.392, 0.36, 0.388, 0.4, 0.406, 0.384, 0.406, 0.38, 0.38, 0.368, 0.382, 0.38, 0.348, 0.398, 0.4, 0.384, 0.378, 0.336]",1.0
3,0.428,1.5703938987106085,0.432125,1.5641350862570107,0.4115,1.5954291485249996,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.422, 0.428, 0.464, 0.454, 0.414, 0.434, 0.414, 0.43, 0.45, 0.396, 0.462, 0.436, 0.42, 0.424, 0.418, 0.392, 0.408, 0.418, 0.448, 0.428]",1.0
4,0.4734,1.4688003893941641,0.47825,1.4627570579759777,0.454,1.4929737150669098,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.45, 0.476, 0.468, 0.496, 0.48, 0.446, 0.474, 0.468, 0.44, 0.448, 0.45, 0.498, 0.524, 0.48, 0.49, 0.43, 0.512, 0.47, 0.48, 0.488]",1.0
5,0.5007,1.3862839996814729,0.5055,1.380474095698446,0.4815,1.4095236156135798,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.51, 0.45, 0.488, 0.512, 0.462, 0.486, 0.468, 0.522, 0.478, 0.53, 0.492, 0.514, 0.506, 0.516, 0.508, 0.512, 0.522, 0.554, 0.47, 0.514]",1.0
6,0.5255,1.3301499903202056,0.527875,1.3250810340978205,0.516,1.3504258152097464,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.544, 0.524, 0.542, 0.534, 0.496, 0.534, 0.528, 0.51, 0.536, 0.542, 0.462, 0.528, 0.53, 0.504, 0.518, 0.542, 0.532, 0.568, 0.532, 0.504]",1.0
7,0.5414,1.2806590307503938,0.54325,1.2756896470673382,0.534,1.3005365654826164,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.51, 0.56, 0.55, 0.538, 0.6, 0.542, 0.52, 0.516, 0.552, 0.532, 0.49, 0.558, 0.562, 0.544, 0.548, 0.556, 0.536, 0.514, 0.546, 0.554]",1.0
8,0.558,1.235122854821384,0.561125,1.231134758098051,0.5455,1.251075241714716,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.612, 0.562, 0.56, 0.538, 0.49, 0.578, 0.568, 0.564, 0.586, 0.526, 0.542, 0.578, 0.576, 0.568, 0.556, 0.532, 0.564, 0.556, 0.564, 0.54]",1.0
9,0.5774,1.1922134825959803,0.57875,1.188647204078734,0.572,1.2064785966649652,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.588, 0.59, 0.61, 0.54, 0.586, 0.59, 0.552, 0.582, 0.58, 0.572, 0.566, 0.564, 0.56, 0.624, 0.594, 0.592, 0.588, 0.578, 0.572, 0.52]",1.0
10,0.5945,1.1506494121626019,0.596875,1.1475642286241055,0.585,1.162990146316588,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.546, 0.644, 0.598, 0.604, 0.578, 0.6, 0.572, 0.562, 0.604, 0.594, 0.602, 0.582, 0.592, 0.592, 0.582, 0.608, 0.598, 0.602, 0.594, 0.636]",1.0
11,0.61,1.1096600094810127,0.61175,1.1060484955087304,0.603,1.1241060653701425,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.618, 0.606, 0.616, 0.606, 0.594, 0.606, 0.566, 0.614, 0.606, 0.622, 0.648, 0.624, 0.616, 0.576, 0.614, 0.59, 0.654, 0.6, 0.622, 0.602]",1.0
12,0.6255,1.0721440389752388,0.6285,1.0686363766435534,0.6135,1.0861746883019805,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.63, 0.624, 0.618, 0.674, 0.644, 0.584, 0.6, 0.624, 0.628, 0.614, 0.628, 0.642, 0.622, 0.594, 0.622, 0.628, 0.638, 0.63, 0.598, 0.668]",1.0
13,0.6378,1.0387582071125507,0.641625,1.0349819974508137,0.6225,1.053863045759499,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.648, 0.634, 0.64, 0.63, 0.684, 0.65, 0.614, 0.66, 0.634, 0.642, 0.594, 0.65, 0.604, 0.644, 0.642, 0.682, 0.604, 0.632, 0.66, 0.608]",1.0
14,0.6491,1.0070495877414942,0.654,1.0031060902401805,0.6295,1.022823577746749,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.638, 0.664, 0.648, 0.674, 0.644, 0.614, 0.648, 0.62, 0.63, 0.656, 0.704, 0.656, 0.648, 0.618, 0.67, 0.62, 0.656, 0.658, 0.662, 0.654]",1.0
