round,accuracy,loss,clean_accuracy,clean_loss,malicious_accuracy,malicious_loss,update_norm,client_accuracies,keep_rate
1,0.0097,4.606389628350735,0.012125,4.599227467551827,0.0,4.635038271546364,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19, 0.0]",1.0
2,0.0077,4.61358151435852,0.009625,4.5822581965476274,0.0,4.738874785602093,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.0, 0.0, 0.0, 0.012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.138, 0.0, 0.0]",1.0
3,0.0239,4.59501112550497,0.029875,4.568112449720502,0.0,4.702605828642845,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.118, 0.042, 0.0, 0.0, 0.158, 0.0, 0.0, 0.0, 0.008, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.092, 0.03, 0.0, 0.02]",1.0
4,0.0355,4.570741061866284,0.044375,4.5132210701704025,0.0,4.800821028649807,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.086, 0.026, 0.0, 0.06, 0.162, 0.0, 0.0, 0.002, 0.0, 0.0, 0.144, 0.0, 0.014, 0.028, 0.01, 0.178]",1.0
5,0.0437,4.538034996390342,0.054375,4.4716721680015326,0.001,4.803486309945583,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.012, 0.064, 0.0, 0.02, 0.116, 0.126, 0.0, 0.104, 0.006, 0.0, 0.0, 0.176, 0.162, 0.0, 0.004, 0.0, 0.0, 0.006, 0.0, 0.078]",1.0
6,0.0483,4.513066357374191,0.057375,4.436095055192709,0.012,4.8209515661001205,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.064, 0.082, 0.024, 0.088, 0.004, 0.15, 0.048, 0.0, 0.0, 0.008, 0.0, 0.008, 0.0, 0.108, 0.0, 0.0, 0.032, 0.194, 0.156, 0.0]",1.0
7,0.0582,4.49161609262228,0.067375,4.399664891883731,0.0215,4.859420895576477,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.07, 0.002, 0.072, 0.02, 0.084, 0.0, 0.066, 0.014, 0.19, 0.028, 0.188, 0.0, 0.046, 0.066, 0.058, 0.0, 0.15, 0.11, 0.0, 0.0]",1.0
8,0.0689,4.473410530388355,0.0785,4.364927950315177,0.0305,4.9073408506810665,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.05, 0.062, 0.0, 0.056, 0.096, 0.058, 0.0, 0.03, 0.076, 0.034, 0.066, 0.084, 0.0, 0.14, 0.212, 0.188, 0.112, 0.0, 0.114]",1.0
9,0.0781,4.449983789771795,0.088,4.329407752491534,0.0385,4.932287938892841,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.222, 0.046, 0.21, 0.138, 0.096, 0.126, 0.09, 0.128, 0.066, 0.054, 0.108, 0.1, 0.062, 0.064, 0.0, 0.0, 0.0, 0.0, 0.052, 0.0]",1.0
10,0.0849,4.430506744980812,0.095875,4.297340360470116,0.041,4.963172283023596,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.152, 0.002, 0.112, 0.242, 0.0, 0.102, 0.0, 0.072, 0.05, 0.068, 0.0, 0.052, 0.162, 0.088, 0.23, 0.14, 0.092, 0.056, 0.078]",1.0
11,0.0892,4.3606165334582325,0.1115,4.150874361395836,0.0,5.199585221707821,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.086, 0.166, 0.014, 0.16, 0.086, 0.122, 0.0, 0.044, 0.0, 0.058, 0.252, 0.0, 0.154, 0.09, 0.128, 0.0, 0.0, 0.292, 0.132]",1.0
12,0.0983,4.311341436952352,0.122875,4.042556428350508,0.0,5.38648147135973,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.146, 0.066, 0.0, 0.192, 0.058, 0.286, 0.018, 0.0, 0.29, 0.112, 0.178, 0.0, 0.114, 0.094, 0.144, 0.188, 0.0, 0.08, 0.0, 0.0]",1.0
13,0.1008,4.2759608291089535,0.126,3.9577157786116004,0.0,5.548941031098366,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.184, 0.052, 0.188, 0.166, 0.0, 0.118, 0.0, 0.09, 0.0, 0.288, 0.0, 0.0, 0.028, 0.168, 0.302, 0.108, 0.148, 0.088, 0.088]",1.0
14,0.106,4.238864663988352,0.1325,3.8805016009137034,0.0,5.672316916286945,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.148, 0.09, 0.198, 0.03, 0.17, 0.21, 0.108, 0.0, 0.058, 0.0, 0.0, 0.096, 0.0, 0.0, 0.148, 0.3, 0.298, 0.17, 0.096, 0.0]",1.0
15,0.1124,4.211228486150503,0.1405,3.8164092479273677,0.0,5.790505439043045,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.186, 0.098, 0.0, 0.162, 0.086, 0.338, 0.164, 0.004, 0.094, 0.0, 0.212, 0.104, 0.0, 0.306, 0.0, 0.184, 0.07, 0.2, 0.036, 0.004]",1.0
16,0.1202,4.187017669528723,0.15025,3.7620427487418056,0.0,5.886917352676392,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.096, 0.182, 0.096, 0.044, 0.11, 0.024, 0.0, 0.0, 0.35, 0.174, 0.09, 0.178, 0.216, 0.2, 0.0, 0.308, 0.192, 0.052, 0.0, 0.092]",1.0
17,0.1285,4.15983122959733,0.160625,3.7028539599850774,0.0,5.987740308046341,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.184, 0.054, 0.0, 0.11, 0.05, 0.218, 0.09, 0.106, 0.0, 0.186, 0.0, 0.182, 0.196, 0.118, 0.306, 0.094, 0.098, 0.0, 0.224, 0.354]",1.0
18,0.1337,4.140544231981039,0.167125,3.65635624807328,0.0,6.077296167612076,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.188, 0.22, 0.314, 0.356, 0.0, 0.192, 0.186, 0.11, 0.098, 0.096, 0.0, 0.062, 0.142, 0.198, 0.086, 0.066, 0.24, 0.12]",1.0
