round,accuracy,loss,clean_accuracy,clean_loss,malicious_accuracy,malicious_loss,update_norm,client_accuracies,keep_rate
1,0.0097,4.606389628350735,0.0097,4.606389628350735,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
2,0.0077,4.61358151435852,0.0077,4.61358151435852,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.012, 0.0, 0.0, 0.0, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.138, 0.0, 0.0, 0.0]",1.0
3,0.0239,4.59501112550497,0.0239,4.59501112550497,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.158, 0.008, 0.0, 0.02, 0.118, 0.092, 0.042, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.03]",1.0
4,0.0355,4.570741061866284,0.0355,4.570741061866284,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.144, 0.0, 0.0, 0.026, 0.002, 0.0, 0.162, 0.0, 0.178, 0.0, 0.0, 0.0, 0.0, 0.028, 0.014, 0.01, 0.06, 0.086, 0.0]",1.0
5,0.0437,4.538034996390342,0.0437,4.538034996390342,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.012, 0.0, 0.0, 0.0, 0.0, 0.006, 0.02, 0.0, 0.078, 0.0, 0.126, 0.006, 0.0, 0.104, 0.162, 0.116, 0.004, 0.0, 0.176, 0.064]",1.0
6,0.0483,4.513066357374191,0.0483,4.513066357374191,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.082, 0.15, 0.156, 0.024, 0.004, 0.0, 0.088, 0.048, 0.032, 0.0, 0.194, 0.0, 0.064, 0.008, 0.108, 0.0, 0.0, 0.0, 0.0, 0.008]",1.0
7,0.0582,4.49161609262228,0.0582,4.49161609262228,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.014, 0.002, 0.0, 0.15, 0.188, 0.058, 0.0, 0.07, 0.19, 0.0, 0.084, 0.066, 0.0, 0.028, 0.11, 0.046, 0.072, 0.02, 0.066, 0.0]",1.0
8,0.0689,4.473410530388355,0.0689,4.473410530388355,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.034, 0.188, 0.112, 0.0, 0.0, 0.0, 0.0, 0.056, 0.058, 0.096, 0.14, 0.03, 0.212, 0.0, 0.062, 0.05, 0.114, 0.066, 0.076, 0.084]",1.0
9,0.0781,4.449983789771795,0.0781,4.449983789771795,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.096, 0.138, 0.062, 0.128, 0.126, 0.046, 0.0, 0.21, 0.066, 0.0, 0.0, 0.0, 0.052, 0.09, 0.1, 0.064, 0.054, 0.222, 0.108]",1.0
10,0.0849,4.430506744980812,0.0849,4.430506744980812,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.092, 0.052, 0.0, 0.152, 0.242, 0.05, 0.0, 0.002, 0.068, 0.0, 0.088, 0.0, 0.102, 0.162, 0.23, 0.072, 0.056, 0.14, 0.112, 0.078]",1.0
