round,loss
1,0.8886000000000001
2,0.9421999999999999
3,0.9574
4,0.961
5,0.9625
6,0.9635
7,0.9619
8,0.9627000000000001
9,0.9632
10,0.9622999999999999
11,0.9624
12,0.9621999999999999
13,0.9618000000000002
14,0.9622000000000002
15,0.9603999999999999
16,0.9607000000000001
17,0.9594000000000001
18,0.9541999999999999
19,0.9559999999999998
20,0.9506999999999998
21,0.9551999999999999
22,0.9541999999999999
23,0.9559999999999998
24,0.9571999999999999
25,0.9540999999999998
26,0.9578
27,0.9529
28,0.9545999999999999
29,0.9511
30,0.9530000000000001
31,0.9480000000000001
32,0.9428999999999998
33,0.9536
34,0.9478
35,0.9483999999999998
36,0.9447000000000003
37,0.9481999999999999
38,0.9480000000000001
39,0.9430000000000002
40,0.9451
41,0.9408
42,0.9318
43,0.942
44,0.9305
45,0.9349000000000001
46,0.9361
47,0.9297000000000001
48,0.9245000000000001
49,0.9066000000000003
50,0.9087999999999999
