round,clean_accuracy,clean_loss,malicious_accuracy,malicious_loss,accuracy,loss,client_accuracies,client_update_norms,keep_rate
1,0.916,0.3063736118725501,0.0,0.0,0.916,0.3063736118725501,"[0.984, 0.952, 0.908, 0.95, 0.916, 0.878, 0.964, 0.89, 0.958, 0.902, 0.912, 0.898, 0.946, 0.882, 0.92, 0.888, 0.954, 0.862, 0.866, 0.89]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
2,0.9554999999999998,0.14425239519769092,0.0,0.0,0.9554999999999998,0.14425239519769092,"[0.916, 0.938, 0.952, 0.932, 0.984, 0.936, 0.978, 0.922, 0.954, 0.926, 0.954, 0.976, 0.998, 0.958, 0.986, 0.982, 0.94, 0.964, 0.932, 0.982]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
3,0.9656,0.10400240986746212,0.0,0.0,0.9656,0.10400240986746212,"[0.942, 0.986, 0.99, 0.99, 0.99, 0.96, 0.97, 0.952, 0.986, 0.954, 0.946, 0.942, 0.996, 0.964, 0.938, 0.978, 0.936, 0.97, 0.954, 0.968]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
4,0.9725999999999999,0.08337433504148066,0.0,0.0,0.9725999999999999,0.08337433504148066,"[0.978, 0.962, 0.976, 0.984, 0.976, 0.954, 0.996, 0.952, 0.986, 0.978, 0.96, 0.99, 0.948, 0.994, 0.958, 0.962, 0.974, 0.994, 0.942, 0.988]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
5,0.9769999999999998,0.0706375436648159,0.0,0.0,0.9769999999999998,0.0706375436648159,"[0.998, 0.966, 0.992, 0.97, 0.958, 0.982, 0.956, 0.97, 0.994, 0.98, 0.982, 0.948, 0.996, 0.962, 0.984, 0.986, 0.984, 0.96, 0.99, 0.982]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
6,0.9800999999999999,0.06203345638850806,0.0,0.0,0.9800999999999999,0.06203345638850806,"[0.97, 0.964, 0.992, 0.986, 0.986, 0.986, 0.97, 0.952, 0.984, 0.972, 0.998, 0.982, 0.968, 0.994, 0.978, 0.992, 0.96, 0.996, 0.982, 0.99]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
7,0.9815999999999999,0.05568703121002727,0.0,0.0,0.9815999999999999,0.05568703121002727,"[0.984, 0.99, 0.982, 0.98, 0.986, 0.998, 0.968, 0.976, 0.976, 0.992, 0.988, 0.982, 0.988, 0.964, 0.994, 0.958, 0.996, 0.97, 0.992, 0.968]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
8,0.9832999999999998,0.05071655623514744,0.0,0.0,0.9832999999999998,0.05071655623514744,"[0.996, 0.994, 0.982, 0.972, 0.99, 0.972, 1.0, 0.96, 0.994, 0.996, 0.982, 0.982, 0.99, 0.972, 0.992, 0.982, 0.964, 0.982, 0.988, 0.976]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
9,0.9849999999999998,0.04687462699325806,0.0,0.0,0.9849999999999998,0.04687462699325806,"[0.992, 0.996, 0.978, 0.99, 0.992, 0.996, 0.972, 0.982, 0.978, 0.966, 0.998, 0.982, 0.982, 0.976, 0.984, 1.0, 0.964, 0.994, 0.994, 0.984]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
10,0.9852000000000001,0.04375180820272817,0.0,0.0,0.9852000000000001,0.04375180820272817,"[0.984, 0.98, 0.972, 0.982, 0.966, 0.99, 0.994, 0.994, 1.0, 0.982, 0.978, 0.976, 0.982, 0.992, 0.996, 0.998, 0.994, 0.98, 0.998, 0.966]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
11,0.9854999999999998,0.041480930216152956,0.0,0.0,0.9854999999999998,0.041480930216152956,"[0.974, 0.978, 0.98, 0.984, 0.992, 0.994, 1.0, 0.996, 0.966, 0.98, 0.982, 0.998, 0.994, 0.978, 0.998, 0.988, 0.982, 0.984, 0.968, 0.994]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
12,0.986,0.03938061550618386,0.0,0.0,0.986,0.03938061550618386,"[1.0, 0.98, 0.996, 0.98, 0.994, 0.986, 0.998, 0.968, 0.992, 0.972, 0.978, 0.982, 0.984, 0.974, 0.994, 0.98, 0.998, 0.982, 0.988, 0.994]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
13,0.9868000000000002,0.03752499021309177,0.0,0.0,0.9868000000000002,0.03752499021309177,"[0.996, 0.98, 0.982, 0.994, 0.984, 0.988, 0.996, 0.974, 1.0, 0.968, 0.982, 0.998, 0.992, 0.972, 0.984, 0.98, 0.998, 0.984, 0.986, 0.998]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
14,0.9871000000000001,0.03591147198616227,0.0,0.0,0.9871000000000001,0.03591147198616227,"[0.984, 0.98, 0.974, 0.982, 0.972, 0.984, 0.984, 0.968, 1.0, 0.996, 0.988, 0.998, 0.998, 0.998, 0.992, 0.996, 0.982, 0.998, 0.982, 0.986]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
15,0.9876000000000001,0.03454446128508835,0.0,0.0,0.9876000000000001,0.03454446128508835,"[0.984, 0.986, 0.982, 0.998, 0.996, 0.998, 0.986, 1.0, 0.984, 0.988, 0.982, 0.982, 0.992, 0.996, 0.998, 0.972, 0.974, 0.968, 0.998, 0.988]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
