round,loss
1,0.916
2,0.9554999999999998
3,0.9656
4,0.9725999999999999
5,0.9769999999999998
6,0.9800999999999999
7,0.9815999999999999
8,0.9832999999999998
9,0.9849999999999998
10,0.9852000000000001
11,0.9854999999999998
12,0.986
13,0.9868000000000002
14,0.9871000000000001
15,0.9876000000000001
16,0.9880999999999999
17,0.9884999999999999
18,0.9884999999999998
19,0.9889999999999999
20,0.9894000000000002
21,0.99
22,0.9903000000000001
23,0.9904
24,0.9905999999999999
25,0.9905000000000002
26,0.9908000000000001
27,0.9909999999999999
28,0.9914
29,0.9912000000000001
30,0.9914000000000002
31,0.9916
32,0.9917
33,0.9919
34,0.9922999999999998
35,0.9924
36,0.9924
37,0.9922000000000001
38,0.9922999999999998
39,0.9924
40,0.9924
41,0.9925999999999998
42,0.9927999999999999
43,0.9927000000000001
44,0.9927999999999999
45,0.9926
46,0.9928999999999999
47,0.9927999999999999
48,0.9927999999999999
49,0.9927999999999997
50,0.9927999999999999
