round,loss
1,0.30637361280387265
2,0.14425343631955911
3,0.10409607011024491
4,0.08312707910627068
5,0.0707387329384801
6,0.06214109194552293
7,0.0556740721348433
8,0.05078177690506891
9,0.04703545685383688
10,0.04393098444959378
11,0.04136568847634407
12,0.039396503477905756
13,0.03755089698242955
14,0.03600101115240477
15,0.03463958181353064
16,0.033275481091220624
17,0.03212654021294838
18,0.031164460537058857
19,0.03056203503958841
20,0.02973944964040811
21,0.029077013530871908
22,0.0285647495891169
23,0.02801879631736597
24,0.027508035524755316
25,0.02719617548589781
26,0.026562776191960326
27,0.026333095251604276
28,0.02591658796482932
29,0.025675743083188252
30,0.025579065729525043
31,0.025300886613966612
32,0.025165693360966655
33,0.02499583529238265
34,0.024704020356137592
35,0.024525180072462405
36,0.02431783888555188
37,0.024308548381170424
38,0.02414434838590651
39,0.02405246888297512
40,0.02392340539830897
41,0.023927698181037727
42,0.02368334950792068
43,0.023749241518110864
44,0.023686593457874494
45,0.023650502240630544
46,0.023627399107735057
47,0.02358186880714257
48,0.02346138295599296
49,0.023429289343999925
50,0.02348913711630409
