round,loss
1,0.302
2,0.3764
3,0.4275
4,0.4736
5,0.5009
6,0.5238
7,0.5445
8,0.5625
9,0.5791
10,0.5953
11,0.6099
12,0.6269
13,0.639
14,0.6504
15,0.6609
16,0.6708
17,0.6773
18,0.6864
19,0.6939
20,0.7003
21,0.7067
22,0.7124
23,0.7183
24,0.7229
25,0.7253
26,0.7294
27,0.7328
28,0.7357
29,0.7364
30,0.7404
31,0.7427
32,0.7417
33,0.7445
34,0.7467
35,0.7458
36,0.7489
37,0.7492
38,0.7495
39,0.7501
40,0.7492
41,0.7523
42,0.7512
43,0.7513
44,0.75
45,0.7519
46,0.7492
47,0.7507
48,0.7518
49,0.751
50,0.7503
