round,accuracy,loss,clean_accuracy,clean_loss,malicious_accuracy,malicious_loss,update_norm,client_accuracies,keep_rate
1,0.0097,4.606389628350735,0.0097,4.606389628350735,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.19, 0.0, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
2,0.0077,4.61358151435852,0.0077,4.61358151435852,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.138, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
3,0.0239,4.59501112550497,0.0239,4.59501112550497,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.042, 0.01, 0.03, 0.0, 0.0, 0.0, 0.0, 0.008, 0.0, 0.0, 0.0, 0.0, 0.158, 0.0, 0.02, 0.118, 0.092, 0.0, 0.0, 0.0]",1.0
4,0.0355,4.570741061866284,0.0355,4.570741061866284,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.06, 0.086, 0.026, 0.028, 0.0, 0.014, 0.178, 0.162, 0.0, 0.0, 0.01, 0.144, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0]",1.0
5,0.0437,4.538034996390342,0.0437,4.538034996390342,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.004, 0.006, 0.116, 0.0, 0.176, 0.0, 0.0, 0.0, 0.012, 0.162, 0.006, 0.064, 0.02, 0.0, 0.078, 0.104, 0.126, 0.0]",1.0
6,0.0483,4.513066357374191,0.0483,4.513066357374191,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.004, 0.008, 0.064, 0.0, 0.108, 0.0, 0.194, 0.024, 0.082, 0.0, 0.088, 0.048, 0.008, 0.0, 0.0, 0.15, 0.032, 0.156, 0.0]",1.0
7,0.0582,4.49161609262228,0.0582,4.49161609262228,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.072, 0.084, 0.0, 0.0, 0.07, 0.014, 0.066, 0.0, 0.028, 0.058, 0.19, 0.0, 0.046, 0.188, 0.02, 0.002, 0.15, 0.0, 0.066, 0.11]",1.0
8,0.0689,4.473410530388355,0.0689,4.473410530388355,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.056, 0.05, 0.0, 0.0, 0.03, 0.112, 0.062, 0.076, 0.096, 0.058, 0.034, 0.114, 0.212, 0.0, 0.084, 0.0, 0.066, 0.0, 0.188, 0.14]",1.0
9,0.0781,4.449983789771795,0.0781,4.449983789771795,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.09, 0.062, 0.108, 0.0, 0.066, 0.128, 0.126, 0.096, 0.054, 0.064, 0.046, 0.222, 0.0, 0.1, 0.0, 0.0, 0.21, 0.138, 0.0, 0.052]",1.0
10,0.0849,4.430506744980812,0.0849,4.430506744980812,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.068, 0.242, 0.102, 0.092, 0.072, 0.23, 0.152, 0.112, 0.0, 0.088, 0.056, 0.078, 0.0, 0.002, 0.14, 0.05, 0.162, 0.052, 0.0]",1.0
11,0.0929,4.408704353868961,0.0929,4.408704353868961,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.09, 0.0, 0.088, 0.158, 0.048, 0.156, 0.178, 0.05, 0.056, 0.0, 0.104, 0.256, 0.0, 0.256, 0.064, 0.0, 0.112, 0.09, 0.144, 0.008]",1.0
12,0.1001,4.383056589215994,0.1001,4.383056589215994,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.196, 0.164, 0.126, 0.0, 0.058, 0.046, 0.0, 0.0, 0.266, 0.0, 0.056, 0.09, 0.018, 0.11, 0.126, 0.058, 0.168, 0.08, 0.17, 0.27]",1.0
13,0.1084,4.357452683150768,0.1084,4.357452683150768,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.174, 0.0, 0.13, 0.13, 0.066, 0.0, 0.09, 0.064, 0.048, 0.066, 0.176, 0.278, 0.156, 0.0, 0.026, 0.302, 0.0, 0.21, 0.162, 0.09]",1.0
14,0.1151,4.328845569491387,0.1151,4.328845569491387,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.082, 0.206, 0.316, 0.152, 0.14, 0.034, 0.216, 0.0, 0.0, 0.166, 0.162, 0.052, 0.0, 0.064, 0.09, 0.0, 0.068, 0.19, 0.286, 0.078]",1.0
15,0.1203,4.301343706995249,0.1203,4.301343706995249,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.046, 0.068, 0.0, 0.172, 0.106, 0.296, 0.17, 0.0, 0.328, 0.208, 0.068, 0.0, 0.138, 0.216, 0.052, 0.17, 0.198, 0.0, 0.082, 0.088]",1.0
16,0.124,4.275882113724947,0.124,4.275882113724947,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.178, 0.086, 0.23, 0.076, 0.102, 0.296, 0.076, 0.056, 0.0, 0.194, 0.324, 0.176, 0.062, 0.0, 0.17, 0.144, 0.092, 0.0, 0.0, 0.218]",1.0
