round,loss
1,0.0097
2,0.0077
3,0.0239
4,0.0355
5,0.0437
6,0.0483
7,0.0582
8,0.0689
9,0.0781
10,0.0849
11,0.0917
12,0.098
13,0.106
14,0.1109
15,0.1172
16,0.1213
17,0.1282
18,0.1327
19,0.1392
20,0.1444
21,0.1502
22,0.1555
23,0.1606
24,0.1653
25,0.17
26,0.1737
27,0.1789
28,0.1832
29,0.1872
30,0.1888
31,0.1928
32,0.1956
33,0.198
34,0.2
35,0.2032
36,0.2071
37,0.2088
38,0.2104
39,0.2058
40,0.2066
41,0.2076
42,0.2051
43,0.2053
44,0.2058
45,0.2056
46,0.2073
47,0.2079
48,0.2107
49,0.2119
50,0.2135
