round,loss
1,0.916
2,0.9555
3,0.9658
4,0.9726999999999999
5,0.9770000000000001
6,0.9795000000000001
7,0.9816999999999998
8,0.9832000000000001
9,0.9846000000000001
10,0.9852000000000001
11,0.9858
12,0.9863999999999999
13,0.9869
14,0.9871000000000001
15,0.9875
16,0.9879999999999999
17,0.9884000000000001
18,0.9888999999999999
19,0.9888999999999999
20,0.9897
21,0.9904
22,0.9905000000000002
23,0.9904
24,0.9904
25,0.9906
26,0.9908999999999999
27,0.9912999999999998
28,0.9912000000000001
29,0.9914
30,0.9918000000000001
31,0.9918999999999999
32,0.9921999999999999
33,0.9921999999999999
34,0.9922999999999998
35,0.9923
36,0.9922000000000001
37,0.9921000000000001
38,0.9923
39,0.9924999999999999
40,0.9925
41,0.9925
42,0.9926
43,0.9927999999999999
44,0.9926999999999999
45,0.9927999999999999
46,0.9928999999999999
47,0.9928999999999999
48,0.9929
49,0.9928000000000001
50,0.9925999999999998
