round,clean_accuracy,clean_loss,malicious_accuracy,malicious_loss,accuracy,loss,client_accuracies,client_update_norms,keep_rate
1,0.916,0.3063736079260707,0.0,0.0,0.916,0.3063736079260707,"[0.984, 0.95, 0.954, 0.882, 0.908, 0.878, 0.958, 0.912, 0.902, 0.964, 0.866, 0.952, 0.89, 0.946, 0.898, 0.92, 0.916, 0.888, 0.89, 0.862]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
2,0.9555999999999999,0.14423122089065146,0.0,0.0,0.9555999999999999,0.14423122089065146,"[0.986, 0.976, 0.932, 0.938, 0.922, 0.936, 0.952, 0.932, 0.954, 0.982, 0.984, 0.978, 0.954, 0.984, 0.998, 0.964, 0.958, 0.926, 0.916, 0.94]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
3,0.9657999999999998,0.10426723144373681,0.0,0.0,0.9657999999999998,0.10426723144373681,"[0.978, 0.986, 0.96, 0.94, 0.954, 0.97, 0.986, 0.942, 0.95, 0.99, 0.99, 0.944, 0.97, 0.944, 0.996, 0.954, 0.97, 0.938, 0.964, 0.99]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
4,0.9728000000000001,0.0832764060169211,0.0,0.0,0.9728000000000001,0.0832764060169211,"[0.976, 0.994, 0.978, 0.96, 0.962, 0.996, 0.95, 0.994, 0.95, 0.942, 0.99, 0.984, 0.96, 0.978, 0.986, 0.974, 0.956, 0.96, 0.978, 0.988]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
5,0.9769,0.07069853681932728,0.0,0.0,0.9769,0.07069853681932728,"[0.99, 0.972, 0.946, 0.982, 0.97, 0.966, 0.984, 0.998, 0.984, 0.994, 0.956, 0.96, 0.982, 0.964, 0.992, 0.996, 0.956, 0.986, 0.98, 0.98]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
6,0.9799000000000001,0.06205537184496279,0.0,0.0,0.9799000000000001,0.06205537184496279,"[0.966, 0.964, 0.99, 0.982, 0.952, 0.972, 0.982, 0.994, 0.986, 0.996, 0.992, 0.986, 0.998, 0.986, 0.968, 0.96, 0.97, 0.978, 0.984, 0.992]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
7,0.9816999999999998,0.05582972396878176,0.0,0.0,0.9816999999999998,0.05582972396878176,"[0.964, 0.97, 0.97, 0.98, 0.968, 0.958, 0.974, 0.988, 0.982, 0.996, 0.994, 0.988, 0.986, 0.976, 0.992, 0.998, 0.992, 0.99, 0.982, 0.986]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
8,0.9831999999999999,0.050811893311310995,0.0,0.0,0.9831999999999999,0.050811893311310995,"[0.974, 0.99, 0.996, 0.99, 0.96, 0.98, 0.992, 0.99, 0.994, 0.964, 0.982, 0.994, 0.982, 0.972, 0.982, 0.998, 0.982, 0.976, 0.972, 0.994]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
9,0.9847000000000001,0.047024391838021984,0.0,0.0,0.9847000000000001,0.047024391838021984,"[0.992, 0.996, 0.98, 0.998, 0.966, 0.994, 0.994, 0.976, 1.0, 0.962, 0.972, 0.984, 0.982, 0.992, 0.992, 0.978, 0.982, 0.98, 0.978, 0.996]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
10,0.9852000000000001,0.043742849220257084,0.0,0.0,0.9852000000000001,0.043742849220257084,"[0.992, 0.98, 0.99, 0.976, 0.996, 0.978, 0.982, 0.982, 0.966, 0.966, 0.994, 1.0, 0.972, 0.998, 0.994, 0.998, 0.98, 0.994, 0.984, 0.982]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
