round,accuracy,client_accuracies,loss,client_update_norms,keep_rate
1,0.3034545454545455,"[0.258, 0.278, 0.31, 0.314, 0.288, 0.29, 0.334, 0.326, 0.312, 0.316, 0.312]",1.9744552340019832,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.55
