round,loss
1,0.0096
2,0.0117
3,0.0192
4,0.0332
5,0.0374
6,0.0432
7,0.0568
8,0.0605
9,0.0673
10,0.0754
11,0.0824
12,0.0894
13,0.0963
14,0.0982
15,0.0986
16,0.0975
17,0.0987
18,0.0985
19,0.0932
20,0.0878
21,0.0823
22,0.0738
23,0.0648
24,0.0549
25,0.05
26,0.0461
27,0.0325
28,0.0372
29,0.0234
30,0.0198
31,0.0167
32,0.0181
33,0.0182
34,0.0133
35,0.0144
36,0.0114
37,0.0127
38,0.01
39,0.01
40,0.01
41,0.01
42,0.01
43,0.01
44,0.01
45,0.01
46,0.01
47,0.01
48,0.01
49,0.01
50,0.01
