round,loss
1,0.916
2,0.9554999999999998
3,0.9658
4,0.9725999999999999
5,0.9771999999999998
6,0.9797
7,0.9814999999999998
8,0.9832999999999998
9,0.9846
10,0.9850999999999999
11,0.9856
12,0.9862000000000002
13,0.9868
14,0.9871000000000001
15,0.9872000000000002
16,0.9878
17,0.9883000000000003
18,0.9886999999999999
19,0.9891
20,0.9897
21,0.9898999999999999
22,0.9904
23,0.9903000000000001
24,0.9902
25,0.9904999999999999
26,0.9906000000000003
27,0.9912000000000001
28,0.9912000000000001
29,0.9911999999999999
30,0.9916
31,0.9917999999999999
32,0.9917999999999999
33,0.9918999999999999
34,0.992
35,0.9923000000000002
36,0.9923
37,0.9924
38,0.9923
39,0.9924
40,0.9923
41,0.9926999999999999
42,0.9924999999999999
43,0.9926
44,0.9925999999999998
45,0.9924999999999999
46,0.9926999999999999
47,0.9927999999999999
48,0.9928999999999999
49,0.9927999999999997
50,0.9929
