round,clean_accuracy,clean_loss,malicious_accuracy,malicious_loss,accuracy,loss,client_accuracies,client_update_norms,keep_rate
1,0.916,0.3063736080657691,0.0,0.0,0.916,0.3063736080657691,"[0.882, 0.964, 0.912, 0.908, 0.878, 0.958, 0.92, 0.888, 0.984, 0.916, 0.952, 0.902, 0.89, 0.95, 0.89, 0.946, 0.898, 0.862, 0.954, 0.866]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
2,0.9554999999999998,0.14425906180913445,0.0,0.0,0.9554999999999998,0.14425906180913445,"[0.978, 0.998, 0.936, 0.982, 0.938, 0.954, 0.958, 0.964, 0.952, 0.94, 0.916, 0.932, 0.922, 0.984, 0.954, 0.986, 0.982, 0.932, 0.976, 0.926]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
3,0.9658,0.10418369610379159,0.0,0.0,0.9658,0.10418369610379159,"[0.99, 0.986, 0.954, 0.978, 0.996, 0.95, 0.986, 0.97, 0.942, 0.964, 0.946, 0.942, 0.94, 0.99, 0.99, 0.96, 0.954, 0.972, 0.936, 0.97]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
4,0.9725999999999999,0.08314466922001884,0.0,0.0,0.9725999999999999,0.08314466922001884,"[0.954, 0.962, 0.988, 0.978, 0.976, 0.994, 0.996, 0.942, 0.958, 0.978, 0.978, 0.986, 0.96, 0.994, 0.984, 0.962, 0.974, 0.948, 0.99, 0.95]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
5,0.9771999999999998,0.07077553460458148,0.0,0.0,0.9771999999999998,0.07077553460458148,"[0.97, 0.994, 0.968, 0.982, 0.964, 0.984, 0.98, 0.956, 0.982, 0.984, 0.95, 0.958, 0.96, 0.986, 0.998, 0.99, 0.99, 0.98, 0.996, 0.972]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
6,0.9797,0.06216569627758872,0.0,0.0,0.9797,0.06216569627758872,"[0.972, 0.988, 0.986, 0.964, 0.982, 0.982, 0.998, 0.996, 0.992, 0.96, 0.964, 0.986, 0.978, 0.968, 0.97, 0.984, 0.994, 0.992, 0.986, 0.952]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
7,0.9814999999999998,0.05572991460685443,0.0,0.0,0.9814999999999998,0.05572991460685443,"[0.986, 0.986, 0.958, 0.968, 0.976, 0.998, 0.982, 0.976, 0.978, 0.982, 0.992, 0.994, 0.968, 0.996, 0.97, 0.988, 0.992, 0.99, 0.988, 0.962]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
8,0.9832999999999998,0.05085198608512655,0.0,0.0,0.9832999999999998,0.05085198608512655,"[0.992, 0.99, 0.99, 0.982, 0.994, 0.982, 0.982, 0.99, 0.964, 0.996, 0.98, 0.972, 0.976, 0.994, 0.958, 0.998, 0.972, 0.976, 0.982, 0.996]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
9,0.9846,0.04701119132405438,0.0,0.0,0.9846,0.04701119132405438,"[0.98, 0.976, 0.972, 0.98, 0.996, 0.984, 0.992, 0.982, 0.994, 0.964, 0.992, 0.996, 0.978, 0.982, 0.962, 0.992, 0.998, 1.0, 0.994, 0.978]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
10,0.9850999999999999,0.043910228639151686,0.0,0.0,0.9850999999999999,0.043910228639151686,"[0.994, 0.99, 0.998, 0.98, 0.966, 0.972, 0.994, 0.984, 0.992, 0.994, 0.982, 0.978, 0.98, 1.0, 0.998, 0.966, 0.98, 0.982, 0.976, 0.996]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
