round,accuracy,clean_accuracy,malicious_accuracy
1,0.916,0.916,0.0
2,0.9555,0.9555,0.0
3,0.9659,0.9659,0.0
4,0.9723,0.9723,0.0
5,0.9771,0.9771,0.0
6,0.9797,0.9797,0.0
7,0.9818,0.9818,0.0
8,0.9833,0.9833,0.0
9,0.9847,0.9847,0.0
10,0.9851,0.9851,0.0
11,0.9855,0.9855,0.0
12,0.9863,0.9863,0.0
13,0.9868,0.9868,0.0
14,0.9869,0.9869,0.0
15,0.9875,0.9875,0.0
16,0.9881,0.9881,0.0
17,0.9885,0.9885,0.0
18,0.9885,0.9885,0.0
19,0.9893,0.9893,0.0
20,0.9898,0.9898,0.0
