round,loss
1,0.3063736082520336
2,0.14423805109399837
3,0.10417014865706734
4,0.08322917188252177
5,0.07084513581612555
6,0.06207721584451065
7,0.05567861526360503
8,0.050811213934093755
9,0.04695182422797188
10,0.043970274058483486
11,0.0414354918981644
12,0.03936757266826589
13,0.03753659503918243
14,0.035930830212157615
15,0.034689038851445274
16,0.03327578122911064
17,0.032265781085914116
18,0.03135468881044971
19,0.030510711898091358
20,0.02979584150585879
21,0.02917341718737134
22,0.02853291222307348
23,0.02797532136288794
24,0.027511313279509862
25,0.027101504023539745
26,0.026736117670768066
27,0.026300708245778993
28,0.025982082839519194
29,0.0258008022916286
30,0.025488718847178404
31,0.025270187738119888
32,0.025183720097736284
33,0.025004317888163995
34,0.024812357440298173
35,0.024665108742540555
36,0.02436253717300758
37,0.02434266944205916
38,0.02421058825387874
39,0.024098017000363115
40,0.024141848359799666
41,0.023825286629407572
42,0.023857267269386993
43,0.023793822815929743
44,0.0239087956375549
45,0.023975587746756587
46,0.02376875126392939
47,0.02378255310996291
48,0.0237033462077779
49,0.02365306166516472
50,0.023591310628320983
