round,loss
1,0.916
2,0.9554999999999998
3,0.966
4,0.9730000000000001
5,0.9771000000000001
6,0.9798
7,0.9816999999999998
8,0.9832000000000001
9,0.985
10,0.9851000000000001
11,0.9857000000000001
12,0.9863
13,0.9870000000000001
14,0.9872
15,0.9873000000000001
16,0.9879999999999999
17,0.9884000000000001
18,0.9885000000000002
19,0.9893999999999998
20,0.9898999999999999
21,0.9903000000000001
22,0.9904
23,0.9903999999999998
24,0.9902999999999998
25,0.9904
26,0.9907999999999999
27,0.9914000000000002
28,0.9912000000000001
29,0.9914
30,0.9911999999999997
31,0.9916
32,0.9917999999999999
33,0.9921000000000001
34,0.9923
35,0.9922999999999998
36,0.9924
37,0.9922999999999998
38,0.9924
39,0.9924999999999999
40,0.9925
41,0.9931000000000001
42,0.9929999999999998
43,0.993
44,0.9928000000000001
45,0.9928000000000001
46,0.9928999999999999
47,0.9928999999999999
48,0.9929
49,0.9927999999999999
50,0.9928000000000001
