round,loss
1,0.916
2,0.9555000000000001
3,0.9660999999999997
4,0.9724000000000002
5,0.9772000000000001
6,0.9796000000000001
7,0.9816
8,0.9828999999999999
9,0.9846
10,0.9850999999999999
11,0.9855
12,0.9862
13,0.9869000000000001
14,0.9873000000000001
15,0.9874
16,0.9879000000000001
17,0.9884000000000001
18,0.9887
19,0.9889999999999999
20,0.9896000000000003
21,0.9901000000000002
22,0.9899000000000001
23,0.9903000000000001
24,0.9900999999999998
25,0.9904
26,0.9906
27,0.9909000000000001
28,0.9911000000000001
29,0.9910000000000002
30,0.9914999999999999
31,0.9917
32,0.9917999999999999
33,0.9917999999999998
34,0.992
35,0.9923
36,0.9921999999999999
37,0.9922999999999998
38,0.9921999999999999
39,0.9922000000000001
40,0.9925
41,0.9924999999999999
42,0.9925
43,0.9926999999999998
44,0.9926
45,0.9926
46,0.9928000000000001
47,0.9926999999999999
48,0.9926999999999999
49,0.9926999999999999
50,0.9926
