round,accuracy,client_accuracies,loss,client_update_norms,keep_rate
25,0.9905,"[0.988, 0.978, 0.988, 0.986, 0.994, 1.0, 0.998, 0.996, 0.998, 0.986, 0.992, 0.996, 0.994, 0.986, 1.0, 0.976, 0.986, 0.98, 0.988, 1.0]",0.027085304340965878,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
26,0.9906,"[1.0, 0.986, 0.994, 0.996, 0.986, 0.998, 0.978, 0.998, 0.986, 0.986, 1.0, 0.994, 0.988, 0.988, 0.976, 0.98, 0.994, 1.0, 0.996, 0.988]",0.026800188642931745,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
27,0.991,"[0.988, 1.0, 0.992, 0.998, 0.998, 0.986, 0.98, 0.998, 0.992, 0.988, 0.978, 0.996, 0.996, 0.984, 1.0, 0.988, 0.984, 0.996, 0.978, 1.0]",0.026360812047335,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
28,0.9911,"[0.996, 0.978, 0.978, 0.998, 1.0, 1.0, 0.992, 0.988, 1.0, 0.984, 0.988, 0.988, 0.996, 0.984, 0.992, 0.982, 0.988, 0.998, 0.996, 0.996]",0.02605680953809326,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
29,0.9912,"[0.996, 0.988, 1.0, 1.0, 0.988, 0.984, 0.99, 0.996, 0.998, 0.996, 0.998, 0.996, 0.992, 0.982, 0.992, 0.988, 1.0, 0.978, 0.978, 0.984]",0.02565706560046408,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
30,0.9913,"[0.992, 0.998, 0.988, 0.988, 0.978, 0.982, 0.998, 0.996, 0.992, 1.0, 0.99, 0.996, 0.984, 0.988, 0.984, 1.0, 0.998, 0.996, 0.978, 1.0]",0.02553317532242403,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
31,0.9916,"[0.978, 0.986, 0.978, 0.998, 0.998, 0.996, 0.996, 0.996, 1.0, 0.992, 1.0, 0.99, 0.988, 0.988, 0.982, 1.0, 0.984, 0.994, 0.988, 1.0]",0.02538876060808235,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
32,0.992,"[0.998, 0.98, 0.99, 0.986, 1.0, 0.978, 0.996, 0.984, 0.998, 0.99, 1.0, 1.0, 0.988, 0.984, 0.996, 1.0, 0.994, 0.994, 0.988, 0.996]",0.02524304204641936,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
33,0.9922,"[0.994, 0.982, 0.99, 0.988, 0.996, 1.0, 0.992, 0.988, 0.98, 0.996, 0.998, 0.988, 0.998, 1.0, 0.992, 0.978, 1.0, 1.0, 0.988, 0.996]",0.024949593000346226,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
34,0.9924,"[0.996, 0.984, 0.988, 1.0, 0.988, 1.0, 0.978, 0.992, 1.0, 0.99, 0.988, 0.994, 0.996, 0.994, 0.998, 0.998, 1.0, 0.988, 0.996, 0.98]",0.024784095021873752,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
35,0.9924,"[0.996, 0.998, 1.0, 0.992, 1.0, 0.988, 1.0, 1.0, 0.978, 0.984, 0.996, 0.994, 0.998, 0.98, 0.994, 0.988, 0.99, 0.988, 0.996, 0.988]",0.024565286624979876,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
36,0.9926,"[0.98, 0.992, 1.0, 0.998, 1.0, 0.988, 0.984, 0.998, 0.994, 1.0, 0.99, 0.988, 0.996, 0.988, 0.988, 0.98, 0.996, 1.0, 0.998, 0.994]",0.02444115382921268,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
37,0.9925,"[0.994, 0.988, 0.998, 0.996, 0.99, 0.988, 1.0, 0.994, 0.98, 0.98, 0.984, 1.0, 1.0, 0.998, 0.99, 1.0, 0.996, 0.998, 0.988, 0.988]",0.02427601551337801,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
38,0.9923,"[0.984, 1.0, 0.986, 0.998, 0.99, 0.988, 1.0, 0.988, 1.0, 0.994, 0.998, 0.98, 0.996, 0.998, 0.988, 0.994, 0.98, 1.0, 0.994, 0.99]",0.024161289920003527,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
